,0,1
140,0.961187061863156,10-2-1-DN-DN
141,0.9610177062369215,20-2-2-UP-UP
142,0.9590637748704457,90-2-2-UP-UP
143,0.9585053975140667,30-2-2-DN-UP
144,0.9585053975140667,30-2-2-DN-DN
145,0.9585053975140667,30-2-1-DN-UP
146,0.9585053975140667,30-2-1-DN-DN
147,0.9568748063800462,20-2-1-UP-UP
148,0.9566762345215708,60-2-2-DN-UP
149,0.9566762345215708,60-2-2-DN-DN
150,0.9566762345215708,60-2-1-DN-UP
151,0.9566762345215708,60-2-1-DN-DN
152,0.9564525658098405,30-2-2-UP-UP
153,0.9559215326396641,5-1-2-DN-UP
154,0.9559215326396641,5-1-1-DN-UP
155,0.9559215326396641,5-1-1-DN-DN
156,0.9554395530058056,90-2-2-DN-UP
157,0.9554395530058056,90-2-2-DN-DN
158,0.9554395530058056,90-2-1-DN-UP
159,0.9554395530058056,90-2-1-DN-DN
160,0.9513550588083336,30-2-1-UP-UP
161,0.9504132726604201,90-1-2-DN-DN
162,0.9480279876662879,10-2-2-UP-UP
163,0.941936621003728,100-2-2-DN-UP
164,0.941936621003728,100-2-2-DN-DN
165,0.941936621003728,100-2-1-DN-UP
166,0.941936621003728,100-2-1-DN-DN
167,0.9398803085768095,5-2-2-UP-UP
168,0.9398803085768095,5-2-2-UP-DN
169,0.9398803085768095,5-2-1-UP-UP
170,0.9398803085768095,5-2-1-UP-DN
171,0.9342856362813409,100-1-2-DN-UP
172,0.9342856362813409,100-1-1-DN-UP
173,0.9342856362813409,100-1-1-DN-DN
174,0.9242625583054569,100-2-2-UP-UP
175,0.9201972453111398,100-1-2-DN-DN
